date,location,state,airline,aircraft_brand,no_deaths,no_survivors,no_ground_casualties
09-12-1956,neznama,neznama,Trans Canada Air Lines,Canadair,62,0,0
12-12-1956,Dannemois, France,Air France,Vickers,5,0,0
22-12-1956,Grub, Germany,JAT Yugoslav Airlines,Convair,3,27,0
22-12-1956,Mt. Giner, Italy,Linee Aeree Italiane,Douglas,21,0,0
31-12-1956,Dhahran, Saudi Arabia,Military - U.S. Air Force,Lockheed,12,26,0
06-01-1957,Owasso, Oklahoma,American Airlines,Convair,1,9,0
11-01-1957,Near Buenos Aires, Argentina,Lineas Aereas del Estado,Vickers,17,16,1
23-01-1957,Ometepe Island, Nicaragua,Lanica,Douglas,16,0,0
29-01-1957,Paris, France,Air France,SNCASE,2,68,0
31-01-1957,Near Sunland, California,Douglas Aircraft,Douglas,5,1,3
01-02-1957,New York, New York,Northeast Airlines,Douglas,21,80,0
22-02-1957,Kimpo Air Base, South Korea,Military - U.S. Air Force,Douglas,22,137,0
02-03-1957,Blyn, Washington,Alaska Airlines,Douglas,5,0,0
04-03-1957,Near Miho AB, Japan,Japanese Air Force,Curtiss,17,0,0
05-03-1957,Drayton, England,Military -Royal Air Force,Blackburn,18,4,2
09-03-1957,El Soldado, Colombia,AVIANCA,Douglas,15,0,0
14-03-1957,Manchester, England,British European Airways,Vickers,20,0,2
17-03-1957,Near Cebu, Philippines,Military - Philippine Air Force,Douglas,24,1,0
18-03-1957,Near Sayari, Bolivia,Lloyd Aereo Boliviano,Douglas,19,0,0
22-03-1957,neznama,neznama,Military - U.S. Air Force,Boeing,67,0,0
07-04-1957,Bage, Brazil,Varig,Curtiss,40,0,0
08-04-1957,Algiers, Algeria,Air France,Douglas,34,0,0
10-04-1957,Anchieta Island, Brazil,REAL,Douglas,26,4,0
15-04-1957,Merida, Mexico,Transportes Aéreos Mexicanos,Consolidated,3,0,1
17-04-1957,Near El Quweira, Jordan,Military -Royal Air Force,Vickers,24,0,0
20-04-1957,Jirkouk, Iraq,Air France,Lockheed,0,0,0
01-05-1957,neznama,neznama,Eagle Aviation,Vickers,34,1,0
05-05-1957,Santoshpur, India,Indian Airlines,Douglas,1,2,0
09-05-1957,neznama,neznama,Aviaco,Bristol,37,0,0
13-05-1957,Narsarressuak, Greenland,U.S. Overseas Airways,Douglas,2,1,0
13-05-1957,New Delhi, India,Indian Airlines,Douglas,2,0,3
13-05-1957,Near San Carlos de Bariloche, Argentina,Lineas Aereas del Estado,Vickers,16,0,0
14-06-1957,Near Moscow, Russia,LOT Polish Airlines,Ilyushin,9,4,0
18-06-1957,Bodensee, Switzerland,Swissair,Douglas,9,0,0
22-06-1957,Near Clarksburg, Maryland,Capital Airlines,Douglas,3,0,0
23-06-1957,neznama,neznama,Pacific Western,Douglas,14,4,0
24-06-1957,neznama,neznama,Adastra Airways,L-Hudson?,0,0,0
01-07-1957,Bay of Bengal, Pakistan,Pakistan International Airlines,Douglas,24,0,0
03-07-1957,neznama,neznama,Kenting Air,,0,0,0
16-07-1957,Near Biak, Indonesia,KLM Royal Dutch Airlines,Lockheed,58,10,0
16-07-1957,Near Hsinchu, Taiwan (Formosa),Military - United States Air Force,Douglas,16,0,0
25-07-1957,Daggett, California,Western Airlines,Convair,1,15,0
11-08-1957,neznama,neznama,Maritime Central Airways,Douglas,79,0,0
15-08-1957,Copenhagen, Denmark,Aeroflot,Ilyushin,23,0,0
20-08-1957,Assam, India,Indamer,Douglas,8,0,0
29-08-1957,Near Juticalpa, Honduras,Sahsa Airlines,Douglas,12,0,0
03-09-1957,Niquitao, Venezuela,Avensa,Douglas,8,0,0
15-09-1957,New Bedford, Massachusetts,Northeast Airlines,Douglas,12,12,0
18-09-1957,Montevideo,  Uruguay,REAL,Convair,1,34,0
27-09-1957,neznama,neznama,èkoda (India) Ltd,Let,3,0,0
28-09-1957,Islay-Glenegedale Airport, Scotland,British European Airways,de,3,0,0
01-10-1957,Akshi, Russia,Aeroflot,Ilyushin,27,0,0
03-10-1957,Beirut, Lebanon,Lebanese International Airways,Curtiss,27,0,0
18-10-1957,Porto Alegre, Brazil,Varig,Douglas,2,0,0
23-10-1957,Belfast, Ireland,British European Airways,Vickers,7,0,0
28-10-1957,Madrid, Spain,Iberia Airlines,Douglas,21,0,0
30-10-1957,Near Campeche, Mexico,Transportes Aereos Mexicanos,Fairchild,3,0,0
03-11-1957,Dusseldorf, West Germany,Herfurtner Company,Douglas,7,3,1
04-11-1957,Moscow, Russia,TAROM,Ilushin,4,12,0
06-11-1957,Bristol, England,Bristol Aeroplane Co.,Bristol,15,0,0
08-11-1957,neznama,neznama,Pan American World Airways,Boeing,44,0,0
15-11-1957,Chessell Down, England,Aquilla Airways,Short,43,15,0
15-11-1957,Near Palma de Mallorca, Spain,Aviaco,de,4,0,0
21-11-1957,Christchurch, New Zealand,Straits Air Freight Express,Bristol,4,0,0
08-12-1957,Bolivar, Argentina,Aerolineas Argentinas,Douglas,61,0,0
10-12-1957,neznama,neznama,Northern Wings,Douglas,3,7,0
11-12-1957,Ozamis City, Philippines,Philippine Air Lines,de,2,10,0
18-12-1957,Near Birobidzhan, Russia,Aeroflot,Ilyushin,27,0,0
23-12-1957,Stansted, England,Scottish Airlines,Avro,4,0,0
23-12-1957,Off Oahu, Hawaii,Military - U.S. Navy,Lockheed,19,4,0
31-12-1957,Buenos Aires, Argentina,Aerolineas Argentinas,Short,9,41,0
16-01-1958,Belem, Brazil,Cruzeiro,Fairchild,3,0,0
20-01-1958,Near La Paz, Bolivia,TAM (Bolivia),Douglas,11,0,0
01-02-1958,Rio de Janeiro, Brazil,Loide Aéreo Nacional,Douglas,5,68,0
01-02-1958,Norwalk, California,Military - U.S.  Air Force / Military - U.S. Navy,Douglas,41,0,1
06-02-1958,Munich, Germany,British European Airways,Airspeed,23,21,0
15-02-1958,Mount Vesuvius, Italy,Military - US Air Force,Douglas,16,0,0
19-02-1958,Raiatea, French Polynesia,Réseau Aérien Interinsulaire,Consolidated,15,0,0
19-02-1958,Cairo, Egypt,KLM Royal Dutch Airlines,Douglas,1,20,0
20-02-1958,Off Corvo Island, Azores,Military - U.S. Navy,Lockheed,22,0,0
27-02-1958,neznama,neznama,Silver City Airways,Bristol,35,7,0
07-03-1958,Menzalah Lake, Egypt,Misrair,Vickers,8,18,0
07-03-1958,Off Ryukyu Islands, Okinawa,Military - U.S. Marine Corps/Military - U.S. Marine Corps,Fairchild,26,0,0
22-03-1958,Grants, New Mexico,Private,Lockheed,4,0,0
24-03-1958,Near Kathmandu, Nepal,Indian Airlines,Douglas,20,0,0
25-03-1958,Miami, Florida,Braniff Airlines,Douglas,9,15,0
27-03-1958,Bridgeport, Texas,Military - U.S. Air Force/Military - U.S. Air Force,Douglas,18,0,0
02-04-1958,Quito, Ecuador,Transportes Aereos Orientales,Junkers,3,11,0
06-04-1958,Freeland, Michigan,Capital Airlines,Vickers,47,0,0
07-04-1958,Mt. Illiniza, Ecuador,AREA,Douglas,32,0,0
14-04-1958,Off Castell de Fels, Spain,Aviaco,de,16,0,0
21-04-1958,neznama,neznama,United Air Lines / Military - U.S. Air Force,Douglas,49,0,0
15-05-1958,New Delhi, India,Pakistan International Airlines,Convair,21,17,2
16-05-1958,Chatenoy, France,British European Airways,Douglas,3,0,0
18-05-1958,Near Casablanca, Morocco,Sabena,Douglas,65,4,0
20-05-1958,Brunswick, Maryland,Capital Airlines / Military - Air National Guard,Vickers,12,1,0
25-05-1958,Gurgaon, India,Dan-Air Services,Avro,4,1,0
31-05-1958,Rio de Janeiro, Brazil,Paraense Transportes Aéreos,Curtiss,4,0,0
31-05-1958,SW of Algiers, Algeria,Air France,Douglas,15,0,0
02-06-1958,Manila, Philippines,Pan American World Airways,Boeing,1,56,0
02-06-1958,Near Guadalajara, Mexico,Aeronaves de Mexico,Lockheed,45,0,0
04-06-1958,Martinsburg, West Virginia,Capital Airlines,Douglas,1,2,0
09-06-1958,Magadan Oblast, Russia,Aeroflot,Ilyushin,24,0,0
16-06-1958,Curitiba, Brazil,Cruzeiro,Convair,21,5,0
25-06-1958,Mohanbari, India,Indian Airlines,Douglas,5,2,0
27-06-1958,Near Chicopee Falls, Massachusetts,Military - U.S. Air Force,Boeing,15,0,0
09-07-1958,Dhaka, Baangladesh,Indian Airlines,Douglas,3,0,0
09-08-1958,Benghazi, Libya,Central African Airways,Vickers,36,18,0
11-08-1958,Near Belem, Brazil,Loide Aéreo Nacional,Douglas,10,1,0
12-08-1958,Sakiya Saugye, Japan,All Nippon Airways,Douglas,33,0,0
14-08-1958,neznama,neznama,KLM Royal Dutch Airlines,Lockheed,99,0,0
15-08-1958,Nantucket, Massachusetts,Northeast Airlines,Convair,25,9,0
15-08-1958,Near Chita, Russia,Aeroflot,Tupolev,64,0,0
02-09-1958,Sasnashen, Russia,Military - U.S. Air Force,Lockheed,17,0,0
02-09-1958,neznama,neznama,Military - U.S. Air Force,Douglas,19,0,0
02-09-1958,London, England,Independent Air Travel,Vickers,3,0,4
05-09-1958,Campina Grande, Brazil,Loide Aereo Nacional,Curtiss,14,4,0
07-09-1958,  Kazakh, Russia,Aeroflot,AeroflotCCCP-L1692,27,0,0
08-09-1958,Near Fairchild AFB, Washington DC,Military - U.S. Air Force / U.S. Air Force,Boeing,13,3,0
09-09-1958,Mount Oyama, Japan,Flying Tiger Line,Lockheed,8,0,0
19-09-1958,Triel, France,Military - U.S. Air Force,Lockheed,15,0,0
19-09-1958,Near Lazo, Russia,Aeroflot,Ilyushin,28,0,0
29-09-1958,neznama,neznama,Middle East Airlines,Avro,5,0,0
09-10-1958,Payette, Idaho,Military - U.S. Air Force,Fairchild,19,0,0
14-10-1958,Mt. Alto del Cedro, Venezuela,Linea Aeropostal Venezolana,Lockheed,23,0,0
15-10-1958,Villa Montes, Bolivia,Military - TAM (Bolivia),Douglas,20,0,0
17-10-1958,Near Kanash, Russia,Aeroflot,Tupolev,80,0,0
18-10-1958,neznama,neznama,Military - U.S. Navy,Lockheed,11,18,0
22-10-1958,Anzio, Italy,British European Airways,Vickers,31,0,0
01-11-1958,Nipe Bay, Cuba,Cubana de Aviacion,Vickers,17,3,0
03-11-1958,Near Roccatamburo di Poggiodomo, Italy,Yemen Airlines,Douglas,8,0,0
08-11-1958,La Paz, Bolivia,TAM (Bolivia),Douglas,3,0,0
09-11-1958,neznama,neznama,ARTOP Aerotopografica LDA,Martin,36,0,0
16-11-1958,Fort Collins, Colorado,Capitol Airways,Curtiss,2,0,0
04-12-1958,Guadarrama Mountains, Spain,Aviaco,SNCASE,21,0,0
23-12-1958, Tashkent, Uzbekstan,Aeroflot,Ilyushin,21,0,0
24-12-1958,Winkton, England,BOAC,Bristol,9,3,0
26-12-1958,neznama,neznama,Union Aeromaritime de Transport,Douglas,3,67,0
30-12-1958,Rio de Janeiro, Brazil,VASP,Saab,21,16,0
06-01-1959,Mt. Pena Blanca, Guatemala,Sahsa Airlines,Douglas,5,0,0
08-01-1959,Mt. Holston, Tennessee,Southeast Airlines,Douglas,10,0,0
11-01-1959,Rio de Janerio, Brazil,Lufthansa,Lockheed,36,3,0
14-01-1959,Panther Peak, California,California Air Freight,Curtiss,2,0,0
16-01-1959,Off Mar del Plata, Argentina,Austral Lineas Aeras (Argentina),Curtiss,51,1,0
18-01-1959,Stalingrad, Russia,Aeroflot,Ilyushin,25,0,0
21-01-1959,Near Merida, Venezuela,Linea Expresa Bolivar,,4,0,0
22-01-1959,Dabouk, Jordan,Air Jordan,Convair,10,5,0
27-01-1959,Brindisi, Italy,Air Charter,Avro,2,4,0
01-02-1959,Kerrville, Texas,General Airways,Douglas,3,25,0
03-02-1959,Mason City, Iowa,Dwyer Flying Service - Private Charter,Beechcraft,4,0,0
03-02-1959,neznama,neznama,American Airlines,Lockheed,65,8,0
17-02-1959,neznama,neznama,Turkish Airlines (THY),Vickers,14,10,0
18-02-1959,Belen, Chile,Southern Cross Airways,Curtiss,5,0,0
05-03-1959,Managua, Nicaragua,TACA,Vickers,15,4,0
12-03-1959,Tobu, India,Indian Airlines,Douglas,5,2,0
13-03-1959,Mahon, Spain,Aviaco,Bristol,1,17,0
29-03-1959,Near Bangui, Central African Republic,Union Aeromaritime de Transport,Nord,9,0,0
29-03-1959,Near Silchar, India,Indian Airlines,Douglas,24,0,0
30-03-1959,Alma, Georgia,Riddle Airlines,Curtiss,2,0,0
17-04-1959,Puerto Kino, Mexico,Tigres Voladores,Curtiss,26,0,0
23-04-1959,Van, Turkey,Air Charter,Avro,12,0,0
29-04-1959,Valdemeca, Spain,Iberia Airlines,Douglas,28,0,0
02-05-1959,Mallorca, Spain,Austria-Flugdienst,Douglas,5,0,0
12-05-1959,Chase, Maryland,Capital Airlines,Vickers,31,0,0
12-05-1959,Charleston, West Virginia,Capital Airlines,Lockheed,2,42,0
13-05-1959,Near Toumavista, Peru,Transportes Aereos Peruanos,Curtiss,12,0,0
15-05-1959,Off Mar del Plata, Aregntina,Aerolineas Argentinas,Douglas,10,0,0
21-05-1959,Moro, Peru,Lineas Aéreas Interpolar,Curtiss,8,0,0
01-06-1959,neznama,neznama,Aerolineas Nacionales,Curtiss,60,0,0
05-06-1959,Near Sheyma, Alaska,Militiary - US Air Force,Boeing,19,0,0
12-06-1959,Sandy Lake, Ontario,Tranair,Noorduyn,8,0,0
23-06-1959,Cerros Baco, Peru,AVIANCA,Douglas,14,0,0
26-06-1959,neznama,neznama,Trans World Airlines,Lockheed,68,0,0
30-06-1959,neznama,neznama,Military - U.S. Air Force,North,0,1,17
15-07-1959,Kuwait City, Kuwait,PAS,Avro,0,0,0
03-08-1959,Sagone, India,Kalinga Airlines,Douglas,6,0,0
14-08-1959,Karachi, Pakistan,Pakistan International Airlines,Vickers,2,1,0
15-08-1959,Calverton, New York,American Airlines,Boeing,5,0,0
19-08-1959,Near Barcelona, Spain,Transair,Douglas,32,0,0
27-08-1959,Near Asuncion, Paraguay,Aerolineas Argentinas,de,2,48,0
02-09-1959,Abilene, Texas,Aaxico Airlines,Curtiss,2,0,0
08-09-1959,Poza Rica, Mexico,Mexicana,Douglas,1,15,0
12-09-1959,Near Tegucigalpa, Honduras,Pan American World Airways,Douglas,3,0,0
23-09-1959,Sao Paulo, Brazil,VASP,Saab,20,0,0
24-09-1959,Great Sitkin Island, Alaska,Reeve Aleutian Airlines,Douglas,16,0,0
24-09-1959,Bordeaux, France,T.A. Intercontinentaux (France),Douglas,54,11,0
29-09-1959,Buffalo, Texas,Braniff Airlines,Lockheed,34,0,0
06-10-1959,Paloemeu, Suriname,Kappel-Van Eyck Airways,Aero,2,0,0
23-10-1959,Near Moscow, Russia,Aeroflot,Ilyushin,28,0,0
26-10-1959,Santa Maria, California,Pacific Air Lines,Douglas,1,18,1
30-10-1959,Waynesborough, Virginia,Piedmont Airlines,Douglas,26,1,0
30-10-1959,Athens, Greece,Olympic Airways,Douglas,18,0,0
04-11-1959,neznama,neznama,Wheeler Airlines,Douglas,5,0,0
16-11-1959,neznama,neznama,Aeroflot,Antonov,40,0,0
16-11-1959,neznama,neznama,National Airlines,Douglas,42,0,0
21-11-1959,Beirut, Lebanon,Ariana Afghan Airlines,Douglas,24,3,0
24-11-1959,Chicago, Illinois,Trans World Airlines,Lockheed,3,0,8
01-12-1959,Willamsport, Pennsylvania,Allegheny Airlines,Martin,25,1,0
08-12-1959,Off Cartagena, Colombia,Sociedad Aeronautica Medellin,Curtiss,45,0,0
13-12-1959,neznama,neznama,Aeroflot,Ilyushin,29,0,0
17-12-1959,Ketchikan, Alaska,California Aircraft,Consolidated,3,0,0
21-12-1959,Rome, Italy,Alitalia,Vickers,2,0,0
22-12-1959,Rio de Janeiro, Brazil,VASP,Vickers,32,0,10
24-12-1959,Palembang, Indonesia,Garuda Indonesia Airlines,Douglas,1,1,0
31-12-1959,Near San Jose de Chiquitos, Bolivia,Lloyd Aereo Boliviano,Douglas,11,0,0
03-01-1960,Taksing, India,Indian Airlines,Douglas,9,0,0
06-01-1960,Wilmington/Bolivia, North Carolina,National Airlines,Douglas,34,0,0
10-01-1960,neznama,neznama,Military - U.S. Army,de,10,0,0
18-01-1960,Charles City, Virginia,Capital Airlines,Vickers,50,0,0
19-01-1960,Ankara, Turkey,Scandinavian Airlines (SAS),Sud,42,0,0
21-01-1960,Montego Bay, Jamacia,AVIANCA,Lockheed,37,9,0
26-01-1960,Off Bathurst Island, Australia,Transportes Aéreos de Timor,de,9,0,0
05-02-1960,Cochabamba, Bolivia,Lloyd Aereo Boliviano,Douglas,59,0,0
25-02-1960,Rio de Janeiro, Brazil,REAL / Military - U.S. Navy,Douglas,61,3,0
26-02-1960,Lvov-Snilow,  Ukraine,Aeroflot,Antonov,32,1,0
26-02-1960,Shannon, Ireland,Alitalia,Douglas,34,18,0
15-03-1960,El Refugio, Colombia,Agencia Interamericana de Aviada,Consolidated,6,7,0
16-03-1960,Nagoya, Japan,All Nippon Airways,Douglas,5,35,0
17-03-1960,neznama,neznama,Northwest Orient Airlines,Lockheed,63,0,0
19-03-1960,Cordoba, Colombia,SAMSA,Curtiss,25,21,0
05-04-1960,Siuna, Nicaragua,Lanica,Curtiss,2,16,0
12-04-1960,Pelotas, Brazil,Cruzeiro,Douglas,10,12,0
14-04-1960,Taipei,Taiwan,Military - Royal Thai Air Force,Douglas,18,0,0
18-04-1960,Stephenville, Newfoundland,Military - U.S. Air Force,Douglas,9,0,0
19-04-1960,Bogota, Colombia,Lloyd Aereo Colombiano,Curtiss,37,14,0
20-04-1960,Hickory, North Carolina,Piedmont Airlines / Private,Fairchild,4,40,0
22-04-1960,Bunia, Belgian Congo,Sobelair SA (Belgium),Douglas,35,0,0
28-04-1960,Near Calabozo, Venezuela,Linea Aeropostal Venezolana,Douglas,13,0,0
15-05-1960,Jebel Marra, Sudan,Balair,Douglas,12,0,0
18-05-1960,El Sosneado, Argentina,Transamerican Air Transport,Curtiss,9,0,0
23-05-1960,Atlanta, Georgia,Delta Air Lines,Convair,4,0,0
10-06-1960,Nea Tkvarcheli, Georgia,Aeroflot,Ilyushin,31,0,0
10-06-1960,Off  Mackay, Qld. Australia,Trans Australia Airlines,Fokker,29,0,0
14-06-1960,Mt. Gilbert, Alaska,Pacific Northern Airlines,Lockheed,14,0,0
24-06-1960,Rio de Janeiro, Brazil,REAL,Convair,54,0,0
06-07-1960,Off Barnegat City, New Jersey,Military - U.S. Navy,Goodyear,18,3,0
10-07-1960,neznama,neznama,Gulf Aviation (Kalinga Airways),Douglas,20,0,0
11-07-1960,Near Quito, Ecuador,Military - U.S. Misson,Douglas,18,0,0
14-07-1960,Off Manila, Philippines,Northwest Orient Airlines,Douglas,1,57,0
15-07-1960,Near Jima, Ethiopia,Ethiopian Airlines,Douglas,1,10,0
16-07-1960,Copenhagen, Denmark,Flyve Tjenesten,de,8,1,0
19-07-1960,Near Goma, Zaire,Military - Royal Belgian Air Force,Fairchild,37,4,0
20-07-1960,Near Syktyvkar, Russia,Aeroflot,Ilushin,23,0,0
27-07-1960,Forest Park, Illinois,Chicago Helicopter Airways,Sikorsky,13,0,0
31-07-1960,Near Rimini, Italy,Deutsche Flugdienst,Convair,1,33,0
01-08-1960,Near Tipuani, Bolivia,TAM (Bolivia),Douglas,6,0,0
17-08-1960,Near Kiev, Ukraine,Aeroflot,Ilyushin,34,0,0
17-08-1960,Near El Kelaa, Morocco,Military - French Naval Aviation,Avro,20,0,0
24-08-1960,Off Heraklion, Greece,Don Everall Aviation,Vickers,3,0,0
29-08-1960,Off Dakar, Senegal,Air France,Lockheed,63,0,0
02-09-1960,Near Zikhnovo, Russia,Aeroflot,Ilyushin,18,0,0
07-09-1960,Near Salto, Uruguay,Aerolineas Argentinas,Douglas,31,0,0
19-09-1960,neznama,neznama,World Airways,Douglas,80,14,0
22-09-1960,Off Naha, Okinawa,Military - U.S. Navy,Douglas,29,0,0
22-09-1960,Campbell Lake, Quebec Canada,Wheeler Airlines,Noorduyn,3,1,0
26-09-1960,Moscow, Russia,Austrian Airlines,Vickers,31,6,0
28-09-1960,Near Juchetipec, Mexico,Mexicana,Douglas,8,10,0
29-09-1960,Off Elba, Italy,United Arab Airlines,Vickers,21,0,0
04-10-1960,Boston, Massachusetts,Eastern Air Lines,Lockheed,62,10,0
14-10-1960,Elba, Italy,Itavia,de,11,0,0
15-10-1960,Plain City, Utah,Capitol Airways,Curtiss,2,0,0
21-10-1960,Ust-Orda, Russia,Aeroflot,Tupolev,3,0,0
28-10-1960,Near Missoula, Montana,Northwest Orient Airlines,Douglas,12,0,0
29-10-1960,Key West, Florida,Cubana de Aviacion,Douglas,1,36,0
29-10-1960,Toledo, Ohio,Arctic Pacific,Curtiss,22,26,0
05-11-1960,Bhairawa, Nepal,Royal Nepal Airlines,Douglas,4,0,0
07-11-1960,Near Quito, Ecuador,AREA,Fairchild,37,0,0
23-11-1960,Manila, Philippines,Philippine Air Lines,Douglas,33,0,0
04-12-1960, Chernovo, Russia,Aeroflot,Ilyushin,14,0,0
07-12-1960,Cachimbo, Brazil,REAL,Curtiss,15,0,0
11-12-1960,San Andres de Giles, Argentina,Military - Argentine Air Force,Avro,31,0,0
16-12-1960,Staten Island / Brooklyn, New York,United Air Lines / Trans World Airlines,MD,128,0,6
17-12-1960,Munich, West Germany,Military - U.S. Air Force,Convair,20,0,31
22-12-1960,Cebu City, Philippines,Philippine Air Lines,Douglas,28,9,0
26-12-1960,Near Ulyanovsk, Russia,Aeroflot,Ilyushin,17,0,0
02-01-1961,Ruzyne, Czechoslovakia,Ceskoslovenske Aerolinie,Avia,10,0,0
03-01-1961,Koivulahti, Finland,Finnair,Douglas,25,0,0
19-01-1961,New York, New York (Idlewild),Aeronaves de Mexico,McDonnell,4,102,0
22-01-1961,neznama,neznama,Military - U.S. Navy,Lockheed,6,16,3
24-01-1961,Mt. Burangrang, Indonesia,Garuda Indonesia Airlines,Douglas,21,0,0
26-01-1961,Trinity Bay, Newfoundland,Military - U.S. Air Force,Douglas,23,0,0
28-01-1961,Off Montauk Point, New York,American Airlines,Boeing,6,0,0
03-02-1961,Off Surabaya, Indonesia,Garuda Indonesia Airlines,Douglas,26,0,0
15-02-1961,Near Brussels, Belgium,Sabena,Boeing,72,0,1
09-03-1961,Near Caracas, Venezuela,Linea Aeropostal Venezolana,Douglas,12,0,0
25-03-1961,Near Natal, Brazil,Military - Brazilian Air Force,Douglas,23,5,0
28-03-1961,Forcheim, Germany,Ceskoslovenske Aerolinie,Ilyushin,52,0,0
03-04-1961,Llico, Chile,LAN,Douglas,24,0,0
18-04-1961,Mount Parker, Hong Kong,Military - US Air Force,C-47(DC-3)43-49014,14,1,0
10-05-1961,Ghadames, Algeria,Air France,Lockheed,78,0,0
24-05-1961,Near Tacoma, Washington,Military - U.S. Air Force,Douglas,22,0,0
29-05-1961,neznama,neznama,Military - Royal Air Force,Handley,13,0,0
30-05-1961,Near Lisbon, Portugal,KLM Royal Dutch Airlines,McDonnell,61,0,0
12-06-1961,Cairo, Egypt,KLM Royal Dutch Airlines,Lockheed,20,16,0
13-06-1961,Douala, Cameroon,Air Cameroon,Douglas,5,0,0
17-06-1961,Near Kano, Nigeria,Continentale Deutsche Luftreederei,Douglas,1,6,0
30-06-1961,Buenos Aires, Argentina,Transcontinental,Curtiss,24,11,0
08-07-1961,	Sverdlovsk, Russia,Aeroflot,Ilyushin,9,17,0
10-07-1961,neznama,neznama,Aeroflot,Tupolev,1,84,0
11-07-1961,Denver, Colorado,United Air Lines,McDonnell,17,105,1
12-07-1961,Casablanca, Morocco,Ceskoslovenske Aerolinie,Ilyushin,72,0,0
19-07-1961,Near Azul, Argentina,Aerolineas Argentinas,Douglas,67,0,0
21-07-1961,Shemya, Alaska,Alaska Airlines,Douglas,6,0,0
06-08-1961,Budapest, Hungary,Malev Hungarian Airlines,Douglas,27,0,3
09-08-1961,Sola, Norway,Cunard Eagle Airways,Vickers,39,0,0
29-08-1961,Sondreströmfjord, Greenland,Eastern Provincial Airways,de,1,5,0
01-09-1961,Near Hinsdale, Illinois,Trans World Airlines,Lockheed,78,0,0
05-09-1961,Near Sendafar, Ethiopia,Ethiopian Airlines,Douglas,5,14,0
06-09-1961,neznama,neznama,REAL Transportes Aereos,Douglas,0,0,0
06-09-1961,Cerro del Aernal, Costa Rica,Lineas Aéreas Costarricenses,Douglas,2,0,0
10-09-1961,Shannon, Ireland,President Airlines,Douglas,83,0,0
12-09-1961,Near Rabat, Morocco,Air France,Sud-Aviation,77,0,0
17-09-1961,Chicago, Illinois,Northwest Orient Airlines,Lockheed,37,0,0
17-09-1961,Ndola, Zambia,Transair Sweden,Douglas,16,0,0
23-09-1961,Ankara, Turkey,Turkish Airlines (THY),Fokker,28,1,0
07-10-1961,Mt. Canigou, France,Derby Aviation,Douglas,34,0,0
10-10-1961,El Adem, Libya,Military - Royal Air Force,Handley,17,20,0
01-11-1961,Les Prevosts, Guernsey,Silver City Airways,Bristol,2,8,0
01-11-1961,Near Recife, Brazil,Panair do Brasil,Douglas,45,43,0
08-11-1961,Near Richmond, Virginia,Imperial Airways,Lockheed,76,3,0
11-11-1961,neznama,neznama,Air Haiti International,Lockheed,3,0,0
21-11-1961,neznama,neznama,Bay of Plenty Airways,Aero,6,0,0
22-11-1961, Harare, Zimbabwe,Rhodesian Air Services,?VP-YRX,3,0,0
23-11-1961,neznama,neznama,Military - Força Aérea Portuguesa,Douglas,21,14,0
23-11-1961,Campinas, Brazil,Aerolineas Argentinas,de,52,0,0
30-11-1961,neznama,neznama,Ansett ANA,Vickers,15,0,0
04-12-1961,Mainz, Germany,Lufthansa,Boeing,3,0,0
12-12-1961,Chievres, Belgium,Military - Belgian Air Force,Fairchild,13,0,8
15-12-1961,Managua, Nicaragua,Lanica,Curtiss,2,0,0
17-12-1961,Near Chebotovka, Russia,Aeroflot,Ilyushin,59,0,0
21-12-1961,Ankara, Turkey,British European Airways,de,27,7,0
24-12-1961,neznama,neznama,Kodiak Airways,Grumman,1,4,0
